! CMS 8 TeV jets, 19.71 fb-1
! Data correspond to CMS Paper SMP-12-012
!
! Separate data and theory files for each Y bin
! Central values and covariance matrices for each 
! uncertainty source (including statistical
! correlations) are provided separately.
!
! Provided by Sanmay Ganguly on 30.03.15
! Asymm uncertainties are given by Sanmay on 22.04.15
! RelativeStatFSR is given by Sanmay on 02.06.15
! New NP corrections and uncertainties are given by Salim on 06.06.15
&Data
  Name = 'CMS inclusive jets 8 TeV, 0.0 < |y| < 0.5'
  Reaction = 'pp jets fastNLO'

  NDATA = 47
  NColumn = 63
  ColumnType = 'Flag', 'Bin', 'Bin', 'Bin', 'Bin', 'Sigma', 'Dummy', 'Error', 'Error', 'Error', 52*'Error', 'Error'
  ColumnName = 'binFlag', 'ylow', 'yhigh', 'ptlow', 'pthigh', 'Sigma', 'NPCorr', 'npcorerr+', 'npcorerr-', 'ignore', 'Unfolding+', 'Unfolding-', 'AbsoluteStat+', 'AbsoluteStat-', 'AbsoluteScale+', 'AbsoluteScale-', 'AbsoluteMPFBias+', 'AbsoluteMPFBias-', 'Fragmentation+', 'Fragmentation-', 'SinglePionECAL+', 'SinglePionECAL-', 'SinglePionHCAL+', 'SinglePionHCAL-', 'FlavorQCD+', 'FlavorQCD-', 'RelativeJEREC1+', 'RelativeJEREC1-', 'RelativeJEREC2+', 'RelativeJEREC2-', 'RelativeJERHF+', 'RelativeJERHF-', 'RelativePtBB+', 'RelativePtBB-', 'RelativePtEC1+', 'RelativePtEC1-', 'RelativePtEC2+', 'RelativePtEC2-', 'RelativePtHF+', 'RelativePtHF-', 'RelativeFSR+', 'RelativeFSR-', 'RelativeStatEC2+', 'RelativeStatEC2-', 'RelativeStatHF+', 'RelativeStatHF-', 'PileUpDataMC+', 'PileUpDataMC-', 'PileUpPtRef+', 'PileUpPtRef-', 'PileUpPtBB+', 'PileUpPtBB-', 'PileUpPtEC1+', 'PileUpPtEC1-', 'PileUpPtEC2+', 'PileUpPtEC2-', 'PileUpPtHF+', 'PileUpPtHF-','RelativeStatFSR+','RelativeStatFSR-', 'Luminosity', 'stat', 'uncor'
1        0.0        0.5       1101       1172   0.00299693      1.057      0.484     -0.484  5.235e-05      0.394    -0.3917     0.6141    -0.6513     0.8312    -0.9489      2.116     -2.167    -0.6196     0.5866     0.5426    -0.5729      1.519     -1.583     -0.455      0.288 -0.0001669 -0.0001669          0          0 -0.0001669 -0.0001669     -0.244     0.3308 -0.0001669 -0.0001669          0          0 -0.0001669 -0.0001669    -0.1593     0.2404          0          0 -0.0001669 -0.0001669    0.01616   -0.01628    -0.1113     0.2053     -1.997      1.886          0          0          0          0          0          0     0.1274    -0.1923        2.6    1.74678    1
1        0.0        0.5       1172       1248   0.00175562      1.063     0.4783    -0.4783  3.872e-05     0.4054    -0.3999     0.6556    -0.6965     0.8556    -0.9861      2.176     -2.235    -0.6773     0.6415     0.6018    -0.6363      1.667     -1.744    -0.5947     0.4056 -0.0001907 -0.0001907          0          0 -0.0001907 -0.0001907    -0.2848     0.3806 -0.0001907 -0.0001907          0          0 -0.0001907 -0.0001907    -0.1641     0.2541          0          0 -0.0001907 -0.0001907    0.01713   -0.01726     -0.118     0.2346      -2.25       2.07          0          0          0          0          0          0     0.1313    -0.2033        2.6    2.20528    1
1        0.0        0.5       1248       1327   0.00100885       1.07     0.4728    -0.4728  2.882e-05     0.4228    -0.4159     0.6991     -0.744     0.8812     -1.025      2.239     -2.307    -0.7379     0.6991     0.6656    -0.7047      1.826     -1.917    -0.7344     0.5227 -0.0002146 -0.0002146          0          0 -0.0002146 -0.0002146    -0.3278     0.4329 -0.0002146 -0.0002146          0          0 -0.0002146 -0.0002146    -0.1692     0.2686          0          0 -0.0002146 -0.0002146    0.01816   -0.01829    -0.1251     0.2677     -2.533      2.271          0          0          0          0          0          0     0.1353    -0.2149        2.6    2.85677    1
1        0.0        0.5       1327       1410  0.000610607      1.078     0.4671    -0.4671  2.187e-05      0.446    -0.4398     0.7444    -0.7935     0.9078     -1.066      2.305     -2.382    -0.8011     0.7592     0.7339    -0.7778      1.995     -2.102     -0.873     0.6384 -0.0002384 -0.0002384          0          0 -0.0002384 -0.0002384    -0.3726     0.4874 -0.0002384 -0.0002384          0          0 -0.0002384 -0.0002384    -0.1744     0.2836          0          0 -0.0002384 -0.0002384    0.01922   -0.01935    -0.1325     0.3048     -2.846      2.487          0          0          0          0          0          0     0.1396    -0.2269        2.6     3.5813    1
1        0.0        0.5       1410       1497  0.000315407      1.086     0.4614    -0.4614  1.535e-05      0.475    -0.4717     0.7918    -0.8453     0.9357     -1.109      2.374      -2.46    -0.8672      0.822      0.807    -0.8562      2.175     -2.299     -1.011     0.7532 -0.0002623 -0.0002623          0          0 -0.0002623 -0.0002623    -0.4194     0.5445 -0.0002623 -0.0002623          0          0 -0.0002623 -0.0002623      -0.18     0.2994          0          0 -0.0002623 -0.0002623    0.02031   -0.02047    -0.1401     0.3465     -3.192      2.721          0          0          0          0          0          0      0.144    -0.2395        2.6    4.86518    1
1        0.0        0.5       1497       1588  0.000183499      1.094     0.4562    -0.4562  1.143e-05     0.5098    -0.5118     0.8414    -0.8994     0.9648     -1.153      2.446     -2.542    -0.9361     0.8876     0.8851      -0.94      2.368      -2.51     -1.149      0.867 -0.0002921 -0.0002921          0          0 -0.0002921 -0.0002921    -0.4683      0.604 -0.0002921 -0.0002921          0          0 -0.0002921 -0.0002921    -0.1857     0.3158          0          0 -0.0002921 -0.0002921    0.02147   -0.02163    -0.1482     0.3932     -3.575      2.972          0          0          0          0          0          0     0.1486    -0.2527        2.6    6.23109    1
1        0.0        0.5       1588       1784  7.20384e-05      1.105     0.4488    -0.4488  4.876e-06     0.5735     -0.589     0.9209    -0.9862      1.012     -1.225      2.561     -2.674     -1.047     0.9929      1.014     -1.079      2.684     -2.858     -1.356      1.038 -0.0003338 -0.0003338          0          0 -0.0003338 -0.0003338    -0.5468     0.6996 -0.0003338 -0.0003338          0          0 -0.0003338 -0.0003338     -0.195     0.3422          0          0 -0.0003338 -0.0003338    0.02333    -0.0235     -0.161     0.4751     -4.236      3.394          0          0          0          0          0          0      0.156    -0.2738        2.6    6.76889    1
1        0.0        0.5       1784       2116  1.50941e-05      1.126     0.4366    -0.4366   1.71e-06     0.7098    -0.7636      1.066     -1.145      1.097     -1.356      2.773     -2.914     -1.249      1.185      1.261     -1.344      3.286     -3.519     -1.702      1.321 -0.0004113 -0.0004113          0          0 -0.0004113 -0.0004113    -0.6903     0.8744 -0.0004113 -0.0004113          0          0 -0.0004113 -0.0004113    -0.2119     0.3905          0          0 -0.0004113 -0.0004113     0.0267   -0.02689    -0.1845     0.6474     -5.591      4.215          0          0          0          0          0          0     0.1695    -0.3124        2.6    11.3302    1
1        0.0        0.5       2116       2500  7.22909e-07      1.157     0.4212    -0.4212  3.417e-07     0.9206     -1.052      1.262     -1.358      1.212     -1.532      3.057     -3.237     -1.522      1.444      1.612     -1.721      4.136     -4.456     -2.112      1.653 -0.0005186 -0.0005186          0          0 -0.0005186 -0.0005186    -0.8834      1.109 -0.0005186 -0.0005186          0          0 -0.0005186 -0.0005186    -0.2347     0.4554          0          0 -0.0005186 -0.0005186    0.03123   -0.03146    -0.2161     0.9266     -7.711      5.418          0          0          0          0          0          0     0.1877    -0.3643        2.6    47.2709    1
0        0.0        0.5       2500       3000  7.22909e-07      1.157     0.4212    -0.4212  3.417e-07     0.9206     -1.052      1.262     -1.358      1.212     -1.532      3.057     -3.237     -1.522      1.444      1.612     -1.721      4.136     -4.456     -2.112      1.653 -0.0005186 -0.0005186          0          0 -0.0005186 -0.0005186    -0.8834      1.109 -0.0005186 -0.0005186          0          0 -0.0005186 -0.0005186    -0.2347     0.4554          0          0 -0.0005186 -0.0005186    0.03123   -0.03146    -0.2161     0.9266     -7.711      5.418          0          0          0          0          0          0     0.1877    -0.3643        2.6    47.2709    1
