6
0.0  0.4
23
230   250  +6.5 -5.8    +3.9 -3.8    +0.0 +0.0    +0.0 +0.0    +2.2 -2.2    -2.4 +2.4  
250   270  +6.5 -5.8    +4.2 -4.0    +0.0 +0.0    +0.0 +0.0    +2.3 -2.3    -2.8 +2.8  
270   300  +6.5 -5.8    +4.6 -4.4    +0.0 +0.0    +0.0 +0.0    +2.5 -2.4    -3.2 +3.3  
300   335  +6.5 -5.8    +5.3 -5.1    +0.0 +0.0    +0.0 +0.0    +2.7 -2.7    -4.0 +4.1  
335   375  +6.5 -5.8    +6.5 -6.1    +0.0 +0.0    +0.0 +0.0    +3.1 -3.0    -5.2 +5.4  
375   415  +6.5 -5.8    +8.4 -7.7    +0.0 +0.0    +0.0 +0.0    +3.5 -3.5    -6.9 +7.3  
415   520  +6.5 -5.8    +11.6 -10.5  +0.0 +0.0    +0.0 +0.0    +4.3 -4.1    -9.8 +10.9 
 50    60  +2.4 -1.6    +4.2 -4.1    +1.6 -1.6    +0.9 -0.9    +3.0 -2.9    +0.0 +0.0  
 60    70  +2.1 -1.4    +3.9 -3.8    +1.5 -1.5    +0.8 -0.7    +2.7 -2.6    +0.0 +0.0  
 70    80  +1.9 -1.3    +3.6 -3.6    +1.4 -1.4    +0.7 -0.7    +2.4 -2.3    +0.0 +0.0  
 80    90  +1.8 -1.2    +3.4 -3.3    +1.3 -1.3    +0.6 -0.6    +2.1 -2.1    +0.0 +0.0  
 90   100  +1.8 -1.2    +3.2 -3.1    +1.3 -1.3    +0.6 -0.6    +1.9 -1.9    +0.0 +0.0  
100   110  +1.7 -1.2    +3.0 -3.0    +1.2 -1.2    +0.6 -0.6    +1.8 -1.7    +0.0 +0.0  
110   125  +1.7 -1.2    +2.9 -2.8    +1.2 -1.2    +0.6 -0.6    +1.6 -1.6    +0.0 +0.0  
125   140  +1.7 -1.1    +2.7 -2.6    +1.2 -1.2    +0.6 -0.6    +1.5 -1.4    +0.0 +0.0  
140   155  +1.7 -1.2    +2.5 -2.5    +1.2 -1.2    +0.6 -0.6    +1.4 -1.3    +0.0 +0.0  
155   170  +1.7 -1.2    +2.4 -2.4    +1.3 -1.3    +0.6 -0.6    +1.4 -1.4    +0.0 +0.0  
170   190  +1.7 -1.2    +2.3 -2.3    +1.3 -1.3    +0.6 -0.6    +1.4 -1.4    +0.0 +0.0  
190   210  +1.7 -1.2    +2.2 -2.1    +1.4 -1.4    +0.6 -0.6    +1.5 -1.5    +0.0 +0.0  
210   230  +1.8 -1.2    +2.1 -2.1    +1.5 -1.5    +0.7 -0.7    +1.6 -1.6    +0.0 +0.0  
230   250  +1.8 -1.2    +2.0 -2.0    +1.7 -1.7    +0.9 -0.8    +1.7 -1.6    +0.0 +0.0  
250   270  +1.9 -1.2    +2.0 -1.9    +1.8 -1.8    +1.0 -1.0    +1.8 -1.7    +0.0 +0.0  
270   300  +2.1 -1.3    +1.9 -1.9    +2.1 -2.1    +1.2 -1.2    +1.9 -1.9    +0.0 +0.0  
300   335  +2.3 -1.4    +1.9 -1.9    +2.5 -2.5    +1.4 -1.4    +2.1 -2.1    +0.0 +0.0  
335   375  +2.8 -1.6    +1.9 -1.8    +3.2 -3.1    +1.7 -1.7    +2.4 -2.3    +0.0 +0.0  
375   415  +3.7 -2.0    +1.9 -1.9    +4.1 -4.0    +2.2 -2.2    +2.8 -2.7    +0.0 +0.0  
415   520  +5.9 -3.1    +2.0 -2.0    +5.9 -5.7    +3.1 -3.0    +3.3 -3.2    +0.0 +0.0  
50    60  +0.0 -0.0    +0.2 -0.2    +0.8 -0.8    +4.5 -4.4    +3.9 -3.9    -0.1 +0.1  
 60    70  +0.0 -0.0    +0.2 -0.2    -0.4 +0.4    +3.5 -3.4    +3.9 -3.9    -0.2 +0.2  
 70    80  +0.0 -0.0    +0.2 -0.2    -1.2 +1.2    +2.8 -2.8    +3.9 -3.9    -0.3 +0.3  
 80    90  +0.0 -0.0    +0.2 -0.2    -1.6 +1.7    +2.3 -2.3    +3.9 -3.9    -0.3 +0.3  
 90   100  +0.0 -0.0    +0.2 -0.2    -1.9 +2.0    +1.9 -1.9    +2.0 -2.0    -0.4 +0.4  
100   110  +0.0 -0.0    +0.2 -0.2    -2.1 +2.2    +1.6 -1.6    +2.0 -2.0    -0.4 +0.4  
110   125  +0.0 -0.0    +0.2 -0.2    -2.2 +2.3    +1.3 -1.3    +1.4 -1.4    -0.4 +0.4  
125   140  +0.0 -0.0    +0.2 -0.2    -2.2 +2.3    +1.1 -1.0    +1.4 -1.4    -0.5 +0.5  
140   155  +0.0 -0.0    +0.5 -0.5    -2.2 +2.2    +0.8 -0.8    +0.0 +0.0    -0.5 +0.5  
155   170  +0.0 -0.0    +0.5 -0.5    -2.1 +2.1    +0.6 -0.6    +0.0 +0.0    -0.4 +0.5  
170   190  +0.0 -0.0    +0.5 -0.5    -1.9 +1.9    +0.5 -0.5    +0.0 +0.0    -0.4 +0.4  
190   210  +0.0 -0.0    +1.2 -1.2    -1.7 +1.7    +0.3 -0.3    +0.0 +0.0    -0.4 +0.4  
210   230  +0.0 -0.0    +1.2 -1.2    -1.4 +1.4    +0.2 -0.2    +0.0 +0.0    -0.3 +0.3  
230   250  +0.0 -0.0    +1.4 -1.4    -1.2 +1.2    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3  
250   270  +0.1 -0.1    +1.4 -1.4    -0.9 +0.9    +0.4 -0.4    +0.0 +0.0    -0.2 +0.2  
270   300  +0.1 -0.1    +1.4 -1.4    -0.5 +0.5    +0.5 -0.5    +0.0 +0.0    -0.0 +0.0  
300   335  +0.2 -0.2    +1.4 -1.4    -0.1 +0.1    +0.7 -0.7    +0.0 +0.0    +0.2 -0.2  
335   375  +0.3 -0.3    +1.4 -1.4    +0.4 -0.4    +0.9 -0.9    +0.0 +0.0    +0.5 -0.5  
375   415  +0.4 -0.4    +1.4 -1.4    +1.0 -1.0    +1.1 -1.1    +0.0 +0.0    +1.0 -1.0  
415   520  +0.8 -0.8    +1.4 -1.4    +1.6 -1.5    +1.4 -1.3    +0.0 +0.0    +1.8 -1.8  
1.2 1.6
17
50    60  +2.1 -2.1    +2.9 -2.8    +2.6 -2.5    -0.1 +0.1    +0.0 +0.0    +3.5 -3.4  
 60    70  +1.8 -1.8    +2.9 -2.8    +2.7 -2.7    +0.2 -0.2    +0.0 +0.0    +3.3 -3.2  
 70    80  +1.6 -1.6    +2.9 -2.8    +2.9 -2.9    +0.5 -0.5    +0.0 +0.0    +3.3 -3.2  
 80    90  +1.5 -1.5    +3.0 -2.9    +3.1 -3.1    +0.7 -0.7    +0.0 +0.0    +3.3 -3.2  
 90   100  +1.5 -1.5    +3.0 -2.9    +3.3 -3.3    +1.0 -1.0    +0.0 +0.0    +3.4 -3.3  
100   110  +1.5 -1.5    +3.1 -3.0    +3.5 -3.5    +1.2 -1.2    +0.0 +0.0    +3.5 -3.4  
110   125  +1.6 -1.5    +3.2 -3.1    +3.8 -3.7    +1.5 -1.5    +0.0 +0.0    +3.6 -3.5  
125   140  +1.7 -1.7    +3.4 -3.2    +4.1 -4.0    +1.8 -1.8    +0.0 +0.0    +3.8 -3.7  
140   155  +2.0 -2.0    +3.5 -3.4    +4.4 -4.3    +2.2 -2.2    +0.0 +0.0    +4.0 -3.9  
155   170  +2.2 -2.2    +3.7 -3.6    +4.8 -4.7    +2.6 -2.5    +0.0 +0.0    +4.3 -4.2  
170   190  +2.4 -2.4    +4.0 -3.8    +5.3 -5.1    +3.1 -3.0    +0.0 +0.0    +4.6 -4.4  
190   215  +2.7 -2.6    +4.3 -4.1    +5.9 -5.7    +3.7 -3.6    +0.0 +0.0    +5.0 -4.9  
215   240  +2.9 -2.9    +4.8 -4.6    +6.7 -6.5    +4.6 -4.4    +0.0 +0.0    +5.6 -5.4  
240   265  +3.6 -3.5    +5.3 -5.1    +7.7 -7.4    +5.6 -5.3    +0.0 +0.0    +6.2 -6.0  
265   290  +4.7 -4.6    +6.0 -5.6    +8.9 -8.4    +6.9 -6.4    +0.0 +0.0    +6.9 -6.7  
290   325  +6.3 -6.1    +6.8 -6.4    +10.4 -9.8   +8.6 -7.9    +0.0 +0.0    +7.9 -7.6  
325   415  +9.9 -9.4    +8.2 -7.6    +13.1 -12.1  +11.7 -10.5  +0.0 +0.0    +9.5 -9.0  
50    60  +6.5 -5.8    +0.0 +0.0    +1.9 -1.9    +0.0 +0.0    +3.8 -3.7    +0.2 -0.2  
 60    70  +6.5 -5.8    +0.0 +0.0    +2.0 -1.9    +0.0 +0.0    +3.4 -3.3    -0.0 +0.0  
 70    80  +6.5 -5.8    +0.0 +0.0    +2.0 -1.9    +0.0 +0.0    +3.2 -3.1    -0.2 +0.2  
 80    90  +6.5 -5.8    +0.0 +0.0    +2.0 -2.0    +0.0 +0.0    +3.0 -3.0    -0.3 +0.3  
 90   100  +6.5 -5.8    +0.0 +0.0    +2.1 -2.0    +0.0 +0.0    +3.0 -2.9    -0.4 +0.4  
100   110  +6.5 -5.8    +0.0 +0.0    +2.2 -2.1    +0.0 +0.0    +2.9 -2.9    -0.5 +0.5  
110   125  +6.5 -5.8    +0.0 +0.0    +2.2 -2.2    +0.0 +0.0    +2.9 -2.9    -0.7 +0.7  
125   140  +6.5 -5.8    +0.0 +0.0    +2.3 -2.3    +0.0 +0.0    +3.0 -2.9    -0.8 +0.8  
140   155  +6.5 -5.8    +0.0 +0.0    +2.5 -2.4    +0.0 +0.0    +3.1 -3.0    -1.1 +1.0  
155   170  +6.5 -5.8    +0.0 +0.0    +2.6 -2.5    +0.0 +0.0    +3.2 -3.1    -1.3 +1.3  
170   190  +6.5 -5.8    +0.3 -0.3    +2.8 -2.7    +0.0 +0.0    +3.3 -3.3    -1.6 +1.6  
190   215  +6.5 -5.8    +1.2 -1.2    +2.9 -2.8    +0.0 +0.0    +3.6 -3.5    -2.0 +2.0  
215   240  +6.5 -5.8    +2.6 -2.5    +2.8 -2.7    +0.0 +0.0    +3.9 -3.8    -2.6 +2.6  
240   265  +6.5 -5.8    +3.7 -3.6    +2.7 -2.6    +0.0 +0.0    +4.3 -4.2    -3.4 +3.5  
265   290  +6.5 -5.8    +4.5 -4.3    +3.2 -3.1    +0.0 +0.0    +4.8 -4.7    -4.4 +4.6  
290   325  +6.5 -5.8    +5.7 -5.4    +4.1 -3.9    +0.0 +0.0    +5.5 -5.3    -5.8 +6.2  
325   415  +6.5 -5.8    +8.3 -7.7    +6.0 -5.5    +0.0 +0.0    +6.7 -6.5    -8.7 +9.6  
50    60  +0.9 -0.8    +6.0 -5.7    +1.4 -1.4    +0.0 +0.0    +0.8 -0.8    +3.7 -3.5  
 60    70  +0.8 -0.7    +5.6 -5.4    +1.3 -1.3    +0.0 +0.0    +0.7 -0.7    +3.4 -3.3  
 70    80  +0.8 -0.6    +5.3 -5.1    +1.2 -1.2    +0.0 +0.0    +0.6 -0.6    +3.2 -3.1  
 80    90  +0.7 -0.6    +5.0 -4.8    +1.2 -1.2    +0.0 +0.0    +0.5 -0.5    +3.0 -2.9  
 90   100  +0.7 -0.5    +4.8 -4.6    +1.2 -1.2    +0.0 +0.0    +0.5 -0.5    +2.9 -2.8  
100   110  +0.7 -0.5    +4.6 -4.4    +1.2 -1.2    +0.0 +0.0    +0.5 -0.5    +2.9 -2.8  
110   125  +0.7 -0.5    +4.4 -4.2    +1.2 -1.3    +0.0 +0.0    +0.5 -0.5    +3.1 -3.0  
125   140  +0.7 -0.5    +4.2 -4.0    +1.3 -1.3    +0.0 +0.0    +0.4 -0.4    +3.4 -3.3  
140   155  +0.9 -0.7    +4.0 -3.9    +1.4 -1.4    +0.0 +0.0    +0.4 -0.4    +3.3 -3.2  
155   170  +0.9 -0.6    +3.9 -3.8    +1.5 -1.5    +0.0 +0.0    +0.4 -0.4    +3.2 -3.1  
170   190  +0.9 -0.6    +3.7 -3.6    +1.7 -1.7    +0.2 -0.2    +0.5 -0.5    +3.0 -2.9  
190   215  +1.0 -0.6    +3.6 -3.5    +1.9 -1.9    +0.9 -0.8    +0.9 -0.9    +2.7 -2.6  
215   240  +1.1 -0.7    +3.5 -3.4    +2.3 -2.3    +1.8 -1.7    +1.4 -1.4    +2.0 -2.0  
240   265  +1.3 -0.7    +3.4 -3.4    +2.8 -2.8    +3.1 -3.0    +1.6 -1.6    +1.5 -1.5  
265   290  +1.7 -0.9    +3.3 -3.3    +3.5 -3.4    +3.9 -3.8    +1.8 -1.8    +1.7 -1.7  
290   325  +2.2 -1.2    +3.3 -3.2    +4.4 -4.3    +5.1 -4.9    +2.0 -2.0    +1.9 -1.9  
325   415  +3.9 -2.0    +3.3 -3.2    +6.4 -6.1    +7.5 -7.0    +2.5 -2.4    +2.3 -2.3  
50    60  +0.0 -0.0    +0.2 -0.2    +0.9 -0.9    +4.0 -3.9    +4.7 -4.7    -0.1 +0.1  
 60    70  +0.0 -0.0    +0.2 -0.2    -0.5 +0.5    +3.2 -3.1    +4.7 -4.7    -0.2 +0.2  
 70    80  +0.0 -0.0    +0.2 -0.2    -1.3 +1.3    +2.7 -2.6    +4.7 -4.7    -0.3 +0.3  
 80    90  +0.0 -0.0    +0.2 -0.2    -1.8 +1.8    +2.3 -2.2    +2.7 -2.7    -0.4 +0.4  
 90   100  +0.0 -0.0    +0.2 -0.2    -2.1 +2.2    +2.0 -1.9    +2.1 -2.1    -0.4 +0.4  
100   110  +0.0 -0.0    +0.2 -0.2    -2.3 +2.4    +1.7 -1.7    +2.1 -2.1    -0.4 +0.5  
110   125  +0.0 -0.0    +0.2 -0.2    -2.4 +2.5    +1.4 -1.4    +2.1 -2.1    -0.5 +0.5  
125   140  +0.0 -0.0    +0.2 -0.2    -2.5 +2.5    +1.1 -1.1    +2.1 -2.1    -0.5 +0.5  
140   155  +0.0 -0.0    +0.5 -0.5    -2.4 +2.5    +0.9 -0.9    +0.0 +0.0    -0.5 +0.5  
155   170  +0.0 -0.0    +0.5 -0.5    -2.3 +2.4    +0.6 -0.6    +0.0 +0.0    -0.5 +0.5  
170   190  +0.0 -0.0    +0.5 -0.5    -2.2 +2.2    +0.4 -0.4    +0.0 +0.0    -0.5 +0.5  
190   215  +0.1 -0.1    +5.1 -5.1    -1.9 +2.0    +0.2 -0.2    +0.0 +0.0    -0.4 +0.4  
215   240  +0.2 -0.2    +5.1 -5.1    -1.6 +1.6    +0.3 -0.3    +0.0 +0.0    -0.3 +0.3  
240   265  +0.4 -0.4    +5.6 -5.6    -1.1 +1.2    +0.5 -0.5    +0.0 +0.0    -0.2 +0.2  
265   290  +0.5 -0.5    +5.6 -5.6    -0.7 +0.7    +0.7 -0.7    +0.0 +0.0    -0.0 +0.0  
290   325  +0.8 -0.8    +5.6 -5.6    -0.2 +0.2    +1.0 -1.0    +0.0 +0.0    +0.2 -0.2  
325   415  +1.4 -1.4    +5.6 -5.6    +0.6 -0.6    +1.3 -1.3    +0.0 +0.0    +0.8 -0.8  
1.6 2.0
15
50    60  +2.4 -2.3    +2.9 -2.8    +2.9 -2.8    +0.5 -0.5    +0.0 +0.0    +3.5 -3.5  
 60    70  +2.1 -2.1    +3.0 -2.9    +3.2 -3.1    +0.9 -0.9    +0.0 +0.0    +3.5 -3.4  
 70    80  +2.1 -2.0    +3.1 -3.0    +3.5 -3.4    +1.2 -1.2    +0.0 +0.0    +3.5 -3.5  
 80    90  +2.1 -2.1    +3.2 -3.1    +3.8 -3.7    +1.6 -1.6    +0.0 +0.0    +3.7 -3.6  
 90   100  +2.1 -2.1    +3.4 -3.3    +4.1 -4.0    +1.9 -1.9    +0.0 +0.0    +3.8 -3.8  
100   110  +2.2 -2.2    +3.6 -3.4    +4.4 -4.3    +2.3 -2.2    +0.0 +0.0    +4.1 -4.0  
110   125  +2.4 -2.3    +3.8 -3.6    +4.9 -4.7    +2.7 -2.7    +0.0 +0.0    +4.3 -4.2  
125   140  +2.7 -2.7    +4.1 -3.9    +5.5 -5.3    +3.3 -3.2    +0.0 +0.0    +4.7 -4.6  
140   160  +2.8 -2.8    +4.5 -4.3    +6.2 -6.0    +4.1 -3.9    +0.0 +0.0    +5.3 -5.1  
160   175  +3.1 -3.1    +5.1 -4.8    +7.1 -6.8    +5.0 -4.8    +0.0 +0.0    +5.9 -5.7  
175   190  +3.7 -3.7    +5.6 -5.3    +8.0 -7.7    +6.0 -5.7    +0.0 +0.0    +6.5 -6.3  
190   210  +4.5 -4.4    +6.2 -5.9    +9.2 -8.7    +7.3 -6.8    +0.0 +0.0    +7.3 -7.0  
210   235  +5.8 -5.7    +7.2 -6.7    +11.0 -10.3  +9.3 -8.6    +0.0 +0.0    +8.5 -8.1  
235   260  +8.3 -8.0    +8.6 -8.0    +13.6 -12.6  +12.3 -11.0  +0.0 +0.0    +10.2 -9.7 
260   320  +12.9 -11.9  +10.7 -9.8   +17.5 -15.8  +17.0 -14.6  +0.0 +0.0    +12.7 -11.9
50    60  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.3 -2.3    +5.1 -4.9    +2.4 -2.5  
 60    70  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.5 -2.4    +4.6 -4.5    +1.8 -1.8  
 70    80  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.6 -2.5    +4.4 -4.3    +1.2 -1.3  
 80    90  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.7 -2.6    +4.3 -4.2    +0.8 -0.8  
 90   100  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.8 -2.8    +4.3 -4.2    +0.4 -0.4  
100   110  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +3.0 -2.9    +4.3 -4.2    +0.0 -0.0  
110   125  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +3.2 -3.1    +4.5 -4.4    -0.4 +0.4  
125   140  +6.5 -5.8    +0.0 +0.0    +0.5 -0.5    +3.4 -3.3    +4.8 -4.6    -1.0 +1.0  
140   160  +6.5 -5.8    +0.0 +0.0    +1.3 -1.3    +3.5 -3.4    +5.1 -5.0    -1.7 +1.7  
160   175  +6.5 -5.8    +0.0 +0.0    +2.4 -2.3    +3.1 -3.0    +5.6 -5.4    -2.8 +2.8  
175   190  +6.5 -5.8    +0.0 +0.0    +2.7 -2.6    +3.3 -3.2    +6.2 -5.9    -3.9 +3.9  
190   210  +6.5 -5.8    +0.0 +0.0    +3.1 -3.0    +3.8 -3.7    +6.9 -6.6    -5.3 +5.3  
210   235  +6.5 -5.8    +0.0 +0.0    +4.0 -3.8    +5.0 -4.8    +8.0 -7.6    -7.6 +8.0  
235   260  +6.5 -5.8    +0.0 +0.0    +5.7 -5.3    +7.1 -6.7    +9.6 -9.0    -11.5 +12.7
260   320  +6.5 -5.8    +0.0 +0.0    +8.9 -7.9    +11.0 -10.0  +12.0 -11.2  -17.9 +21.8
50    60  +0.3 -0.3    +6.1 -5.8    +1.1 -1.1    +0.0 +0.0    +0.4 -0.4    +3.1 -3.0  
 60    70  +0.3 -0.2    +5.8 -5.6    +1.0 -1.0    +0.0 +0.0    +0.3 -0.3    +2.8 -2.7  
 70    80  +0.2 -0.2    +5.7 -5.5    +0.9 -1.0    +0.0 +0.0    +0.2 -0.2    +2.6 -2.5  
 80    90  +0.2 -0.2    +5.6 -5.4    +0.9 -0.9    +0.0 +0.0    +0.2 -0.2    +2.4 -2.3  
 90   100  +0.2 -0.2    +5.5 -5.3    +0.9 -1.0    +0.0 +0.0    +0.1 -0.1    +2.2 -2.2  
100   110  +0.2 -0.2    +5.4 -5.2    +1.0 -1.0    +0.0 +0.0    +0.1 -0.1    +2.1 -2.0  
110   125  +0.2 -0.2    +5.4 -5.2    +1.0 -1.0    +0.0 +0.0    +0.1 -0.1    +1.9 -1.9  
125   140  +0.2 -0.2    +5.4 -5.2    +1.1 -1.1    +0.0 +0.0    +0.1 -0.1    +1.8 -1.8  
140   160  +0.2 -0.2    +5.4 -5.2    +1.3 -1.3    +0.0 +0.0    +0.1 -0.1    +1.8 -1.8  
160   175  +0.2 -0.2    +5.5 -5.3    +1.5 -1.5    +0.0 +0.0    +0.1 -0.1    +2.0 -2.0  
175   190  +0.2 -0.2    +5.5 -5.3    +1.7 -1.7    +0.0 +0.0    +0.1 -0.1    +2.2 -2.2  
190   210  +0.2 -0.2    +5.5 -5.3    +2.1 -2.0    +0.0 +0.0    +0.1 -0.1    +2.5 -2.4  
210   235  +0.2 -0.2    +5.6 -5.4    +2.6 -2.6    +0.0 +0.0    +0.1 -0.1    +2.9 -2.8  
235   260  +0.2 -0.2    +5.8 -5.6    +3.6 -3.5    +0.0 +0.0    +0.1 -0.1    +3.4 -3.3  
260   320  +0.2 -0.2    +6.1 -5.9    +5.3 -5.1    +0.0 +0.0    +0.1 -0.1    +4.2 -4.1  
 50    60  +0.4 -0.4    +0.2 -0.2    +0.8 -0.8    +3.8 -3.7    +2.1 -2.1    -0.1 +0.1  
 60    70  +0.3 -0.3    +0.2 -0.2    -0.5 +0.5    +3.3 -3.2    +2.1 -2.1    -0.2 +0.2  
 70    80  +0.2 -0.2    +0.2 -0.2    -1.4 +1.4    +2.8 -2.8    +1.4 -1.4    -0.3 +0.3  
 80    90  +0.1 -0.1    +0.2 -0.2    -2.0 +2.0    +2.5 -2.4    +1.4 -1.4    -0.4 +0.4  
 90   100  +0.0 -0.0    +0.2 -0.2    -2.4 +2.4    +2.2 -2.1    +1.0 -1.0    -0.5 +0.5  
100   110  +0.0 -0.0    +0.2 -0.2    -2.6 +2.7    +1.9 -1.9    +1.0 -1.0    -0.5 +0.5  
110   125  +0.1 -0.1    +0.2 -0.2    -2.8 +2.9    +1.7 -1.7    +0.0 +0.0    -0.6 +0.6  
125   140  +0.2 -0.2    +0.2 -0.2    -2.9 +3.0    +1.4 -1.4    +0.0 +0.0    -0.6 +0.6  
140   160  +0.4 -0.4    +0.5 -0.5    -3.0 +3.1    +1.1 -1.1    +0.0 +0.0    -0.6 +0.6  
160   175  +0.7 -0.7    +0.7 -0.7    -2.9 +3.0    +0.9 -0.9    +0.0 +0.0    -0.6 +0.6  
175   190  +0.9 -0.9    +0.7 -0.7    -2.8 +2.8    +0.8 -0.8    +0.0 +0.0    -0.6 +0.6  
190   210  +1.1 -1.1    +0.9 -0.9    -2.6 +2.6    +0.7 -0.7    +0.0 +0.0    -0.6 +0.6  
210   235  +1.5 -1.5    +0.9 -0.9    -2.2 +2.3    +0.8 -0.8    +0.0 +0.0    -0.5 +0.5  
235   260  +2.2 -2.2    +0.9 -0.9    -1.7 +1.8    +1.0 -1.0    +0.0 +0.0    -0.3 +0.3  
260   320  +3.9 -3.9    +0.9 -0.9    -1.0 +1.0    +1.5 -1.5    +0.0 +0.0    +0.1 -0.1  
2.0 2.4
13
 50    60  +2.1 -2.1    +3.1 -3.0    +3.5 -3.4    +1.4 -1.4    +2.5 -2.5    +3.9 -3.8  
 60    70  +2.0 -2.0    +3.3 -3.2    +4.0 -3.9    +1.9 -1.9    +2.8 -2.7    +3.9 -3.9  
 70    80  +2.0 -2.0    +3.6 -3.5    +4.5 -4.3    +2.4 -2.4    +3.0 -2.9    +4.2 -4.1  
 80    90  +2.0 -2.0    +3.9 -3.8    +5.0 -4.9    +3.0 -2.9    +3.3 -3.2    +4.5 -4.4  
 90   100  +2.2 -2.2    +4.2 -4.1    +5.6 -5.4    +3.6 -3.4    +3.4 -3.3    +4.9 -4.8  
100   110  +2.4 -2.4    +4.6 -4.4    +6.2 -6.0    +4.2 -4.0    +3.3 -3.2    +5.3 -5.2  
110   120  +2.7 -2.7    +5.0 -4.7    +6.9 -6.6    +4.9 -4.7    +3.0 -2.9    +5.8 -5.6  
120   130  +3.1 -3.1    +5.4 -5.2    +7.8 -7.4    +5.8 -5.5    +3.3 -3.2    +6.4 -6.1  
130   145  +3.7 -3.7    +6.0 -5.7    +8.8 -8.4    +7.1 -6.6    +3.5 -3.4    +7.1 -6.8  
145   160  +4.8 -4.7    +6.9 -6.5    +10.4 -9.8   +8.9 -8.2    +4.2 -4.1    +8.2 -7.8  
160   175  +6.4 -6.3    +7.9 -7.4    +12.4 -11.5  +11.2 -10.1  +5.7 -5.4    +9.5 -9.0  
175   200  +9.3 -8.9    +9.4 -8.7    +15.1 -13.8  +14.5 -12.8  +8.4 -7.8    +11.3 -10.7
200   230  +16.7 -15.6  +12.4 -11.1  +20.6 -18.4  +21.4 -17.8  +15.1 -13.3  +15.0 -13.8
 50    60  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +0.0 +0.0    +6.9 -6.6    +2.1 -2.2  
 60    70  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +0.0 +0.0    +6.4 -6.2    +1.7 -1.8  
 70    80  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +0.0 +0.0    +6.3 -6.1    +1.4 -1.4  
 80    90  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +0.2 -0.2    +6.4 -6.1    +1.1 -1.1  
 90   100  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +1.1 -1.1    +6.6 -6.3    +0.9 -0.9  
100   110  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.0 -2.0    +6.9 -6.6    +0.6 -0.6  
110   120  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +2.9 -2.9    +7.3 -7.0    +0.3 -0.3  
120   130  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +3.2 -3.1    +7.8 -7.5    -0.1 +0.1  
130   145  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +3.5 -3.4    +8.6 -8.2    -0.5 +0.5  
145   160  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +4.2 -4.0    +9.8 -9.2    -1.4 +1.4  
160   175  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +5.6 -5.3    +11.3 -10.5  -2.5 +2.5  
175   200  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +8.3 -7.7    +13.4 -12.4  -4.2 +4.3  
200   230  +6.5 -5.8    +0.0 +0.0    +0.0 +0.0    +14.9 -13.2  +17.8 -16.0  -8.4 +9.2  
 50    60  +0.3 -0.3    +6.6 -6.3    +1.0 -1.0    +0.0 +0.0    +0.4 -0.4    +3.9 -3.8  
 60    70  +0.2 -0.2    +6.7 -6.4    +1.0 -1.0    +0.0 +0.0    +0.3 -0.3    +3.7 -3.6  
 70    80  +0.2 -0.2    +6.9 -6.6    +1.1 -1.1    +0.0 +0.0    +0.2 -0.2    +3.5 -3.4  
 80    90  +0.2 -0.2    +7.0 -6.7    +1.2 -1.2    +0.0 +0.0    +0.1 -0.1    +3.3 -3.2  
 90   100  +0.2 -0.2    +7.2 -6.9    +1.3 -1.3    +0.0 +0.0    +0.1 -0.1    +3.1 -3.0  
100   110  +0.2 -0.2    +7.4 -7.1    +1.5 -1.5    +0.0 +0.0    +0.2 -0.2    +2.8 -2.7  
110   120  +0.2 -0.2    +7.6 -7.3    +1.7 -1.7    +0.0 +0.0    +0.3 -0.3    +2.5 -2.5  
120   130  +0.2 -0.2    +7.8 -7.4    +1.9 -1.9    +0.0 +0.0    +0.4 -0.4    +2.5 -2.4  
130   145  +0.2 -0.2    +8.0 -7.6    +2.3 -2.3    +0.0 +0.0    +0.6 -0.6    +2.5 -2.5  
145   160  +0.2 -0.2    +8.2 -7.9    +2.9 -2.8    +0.0 +0.0    +0.9 -0.9    +2.7 -2.7  
160   175  +0.2 -0.2    +8.6 -8.2    +3.7 -3.6    +0.0 +0.0    +1.3 -1.2    +3.1 -3.0  
175   200  +0.2 -0.2    +9.2 -8.7    +5.0 -4.8    +0.0 +0.0    +1.9 -1.8    +3.7 -3.6  
